"Drive","Name","Size_KB","LastEdit","Path"
"H:\","EARVendorManager_3c0a01df.tsx","5,32","12/02/2026 19:18:24","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\EARVendorManager_3c0a01df.tsx"
"H:\","EARVendorManager_071929.tsx","5,32","12/02/2026 19:18:24","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\EARVendorManager_071929.tsx"
"H:\","EARVendorManager_3c0a01df.tsx","5,32","12/02/2026 19:18:24","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\ARCHIVE_EAR_OS\MODULOS_DE_COMBATE\BODAS_CATALOGO\EARVendorManager_3c0a01df.tsx"
"H:\","EARVendorManager.tsx","5,32","12/02/2026 19:18:24","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\01_SAAS_RAG_ENGINE\core\_legacy_modules\Catalog\EARVendorManager.tsx"
"H:\","EARVendorManager_071929.tsx","5,32","12/02/2026 19:18:24","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\EARVendorManager_071929.tsx"
"D:\","EARVendorManager_071927.tsx","5,32","12/02/2026 19:18:24","D:\02_VERTICAL_VIMUME\CONSOLIDADO_VIMUME_FORENSE\EARVendorManager_071927.tsx"
"D:\","EARVendorManager.tsx","5,32","12/02/2026 19:18:24","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUPS_HISTORY\SNAPSHOT_20260222_0859\src_backup_seo_deploy\components\dashboard\tools\EARVendorManager.tsx"
"H:\","EARVendorManager_da6bad83.tsx","5,32","12/02/2026 19:18:24","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\EARVendorManager_da6bad83.tsx"
"H:\","EARVendorManager_3c0a01df.tsx","5,32","12/02/2026 19:18:24","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\EARVendorManager_3c0a01df.tsx"
"D:\","EARVendorManager.tsx","5,32","12/02/2026 19:18:24","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\EAR_BACKUPS\BACKUP_2026_02_16_POST_MARKETPLACE_V2\backups\BACKUP_EAR_MASTER_V2_AI_TWIN_20260215_1215\src_backup_seo_deploy\components\dashboard\tools\EARVendorManager.tsx"
"H:\","EARVendorManager_ea4c2774.tsx","5,32","12/02/2026 19:18:24","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\EARVendorManager_ea4c2774.tsx"
"D:\","EARVendorManager.tsx","5,32","12/02/2026 19:18:24","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUP_EAR_MASTER_V2_AI_TWIN_20260215_1215\src\components\dashboard\tools\EARVendorManager.tsx"
"H:\","EARVendorManager_da6bad83.tsx","5,32","12/02/2026 19:18:24","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\ARCHIVE_EAR_OS\MODULOS_DE_COMBATE\BODAS_CATALOGO\EARVendorManager_da6bad83.tsx"
"H:\","EARVendorManager_071929.tsx","5,32","12/02/2026 19:18:24","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\src\modules\MODULOS_DE_COMBATE\BODAS_CATALOGO\EARVendorManager_071929.tsx"
"H:\","EARVendorManager.tsx","5,32","12/02/2026 19:18:24","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\EARVendorManager.tsx"
"H:\","ImportModal.tsx","5,31","16/03/2026 10:15:26","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\RESCATE_FINAL\AI_STUDIO_IMPORT\ASTRA_UNZIPPED\components\ImportModal.tsx"
"D:\","PortfolioGrid.tsx","5,31","02/03/2025 15:17:48","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\Proyectos_y_Código\PortfolioGrid.tsx"
"D:\","ImportModal.tsx","5,31","23/02/2026 6:38:48","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\05_BANDEJA_DE_ENTRADA_CAOS\02_PROYECTOS_ACTIVOS\PRODUCTORAEAR.COM\astra-os_-neural-strategic-engine 23 02 2026\components\ImportModal.tsx"
"D:\","LocationSection.tsx","5,31","21/03/2025 9:18:09","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\Proyectos_y_Código\LocationSection.tsx"
"H:\","ImportModal.tsx","5,31","16/03/2026 10:15:26","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\RESCATE_FINAL\AI_STUDIO_IMPORT\ASTRA_UNZIPPED\components\ImportModal.tsx"
"H:\","ImportModal.tsx","5,31","16/03/2026 10:15:26","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\AI_STUDIO_IMPORT\ASTRA_UNZIPPED\components\ImportModal.tsx"
"D:\","PortfolioGrid.tsx","5,31","02/03/2025 15:17:48","D:\BACKUPS\EAR os posible recuperacion\EAR_OS_MASTER_2026 - copia\Proyectos_y_Código\PortfolioGrid.tsx"
"D:\","LocationSection.tsx","5,31","21/03/2025 9:18:09","D:\BACKUPS\EAR os posible recuperacion\EAR_OS_MASTER_2026 - copia\Proyectos_y_Código\LocationSection.tsx"
"H:\","DispatchDashboard.tsx","5,3","11/04/2026 23:23:55","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\01_SAAS_RAG_ENGINE\core\src\modules\SClassScreens\DispatchDashboard.tsx"
"H:\","DispatchDashboard.tsx","5,3","11/04/2026 23:23:55","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\src\modules\SClassScreens\DispatchDashboard.tsx"
"D:\","PaymentModal.tsx","5,28","12/03/2026 12:55:14","D:\BACKUPS\EAR os posible recuperacion\EAR_OS_MASTER_2026\productora-ear-app\STITCH_OMEGA_EXTRACT\recuperacion_ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal.tsx"
"D:\","PaymentModal.tsx","5,28","23/02/2026 6:27:32","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\05_BANDEJA_DE_ENTRADA_CAOS\02_PROYECTOS_ACTIVOS\PRODUCTORAEAR.COM\productora-ear---ecosystem 23 02 2026\components\PaymentModal.tsx"
"D:\","PaymentModal.tsx","5,28","03/02/2026 21:21:48","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\05_BANDEJA_DE_ENTRADA_CAOS\02_PROYECTOS_ACTIVOS\PRODUCTORAEAR.COM\productora-ear---ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\PaymentModal.tsx"
"H:\","PaymentModal_f27ddd5f.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_f27ddd5f.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\PUNTO_PARTIDA_WEB\components\PaymentModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\ear-gold\productora-ear-app\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"D:\","PaymentModal.tsx","5,28","12/03/2026 12:55:14","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\EcosistemaPro\recovered_ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal_f27ddd5f.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_f27ddd5f.tsx"
"H:\","PaymentModal_9353cfc8.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_9353cfc8.tsx"
"H:\","PaymentModal_2e202e5f.tsx","5,28","03/02/2026 21:21:48","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_2e202e5f.tsx"
"H:\","PaymentModal_2e202e5f.tsx","5,28","03/02/2026 21:21:48","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\PaymentModal_2e202e5f.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\AIAssistantModal.tsx"
"H:\","PaymentModal_9353cfc8.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_9353cfc8.tsx"
"H:\","PaymentModal.tsx","5,28","13/03/2026 0:00:50","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\FULL_ECOSYSTEM_CLONE\productora-ear-app-master\STITCH_OMEGA_EXTRACT\recuperacion_ecosystem\components\PaymentModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\AIAssistantModal.tsx"
"H:\","PaymentModal_2e202e5f.tsx","5,28","03/02/2026 21:21:48","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_2e202e5f.tsx"
"H:\","PaymentModal_9353cfc8.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_9353cfc8.tsx"
"H:\","PaymentModal_2e202e5f.tsx","5,28","03/02/2026 21:21:48","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_2e202e5f.tsx"
"H:\","PaymentModal.tsx","5,28","05/04/2026 7:30:12","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\ENGINE_GOLD\src\components\GDigital\PaymentModal.tsx"
"H:\","PaymentModal_2e202e5f.tsx","5,28","03/02/2026 21:21:48","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_2e202e5f.tsx"
"H:\","PaymentModal_f27ddd5f.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_f27ddd5f.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"H:\","PaymentModal.tsx","5,28","20/04/2026 12:36:33","H:\00_PRODUCTORA_EAR\PARA GEMINI AI ETC\productora-ear---ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal.tsx","5,28","13/03/2026 0:00:50","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\01_SAAS_RAG_ENGINE\core\src\legacy_pages\EcosistemaPro\recovered_ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal.tsx","5,28","13/03/2026 0:00:50","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\FULL_ECOSYSTEM_CLONE\productora-ear-app-master\src\pages\EcosistemaPro\recovered_ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal_f27ddd5f.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_f27ddd5f.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal.tsx"
"H:\","PaymentModal_2e202e5f.tsx","5,28","03/02/2026 21:21:48","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_2e202e5f.tsx"
"H:\","PaymentModal_9353cfc8.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\PaymentModal_9353cfc8.tsx"
"D:\","PaymentModal.tsx","5,28","03/02/2026 21:21:48","D:\BACKUPS\EAR os posible recuperacion\EAR_OS_MASTER_2026 - copia\recursos_basura_backup\05_BANDEJA_DE_ENTRADA_CAOS\02_PROYECTOS_ACTIVOS\PRODUCTORAEAR.COM\productora-ear---ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal.tsx","5,28","05/04/2026 7:30:12","H:\00_PRODUCTORA_EAR\productora-ear--ecosystem v4\components\PaymentModal.tsx"
"H:\","PaymentModal_2e202e5f.tsx","5,28","03/02/2026 21:21:48","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_2e202e5f.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\PUNTO_PARTIDA_WEB\components\PaymentModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\ear-gold\productora-ear-app\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\RESCATE_FINAL\AI_STUDIO_IMPORT\productora-ear---ecosystem\components\PaymentModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"H:\","PaymentModal_f27ddd5f.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_f27ddd5f.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\01_SAAS_RAG_ENGINE\core\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\AIAssistantModal.tsx"
"H:\","PaymentModal_9353cfc8.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_9353cfc8.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\AI_STUDIO_IMPORT\productora-ear---ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal.tsx","5,28","05/04/2026 7:30:12","H:\00_PRODUCTORA_EAR\productora-ear---ecosystem v4\components\PaymentModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\AIAssistantModal.tsx"
"H:\","PaymentModal_9353cfc8.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_9353cfc8.tsx"
"D:\","PaymentModal.tsx","5,28","26/02/2026 0:09:44","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\..ANTIGRAVITY INSPIRATE EN ESTO\productora-ear---ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal_f27ddd5f.tsx","5,28","12/03/2026 12:55:14","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\RESCATE_FINAL\PROYECTOS_CODE\PaymentModal_f27ddd5f.tsx"
"H:\","PaymentModal.tsx","5,28","05/04/2026 7:30:12","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\01_SAAS_RAG_ENGINE\core\_legacy_modules\GDigital\PaymentModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\ENGINE_GOLD\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\VAMPIRE_INBOX\RESCATE_FINAL\AI_STUDIO_IMPORT\productora-ear---ecosystem\components\PaymentModal.tsx"
"H:\","PaymentModal.tsx","5,28","16/03/2026 10:12:56","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\PUNTO_PARTIDA_WEB\components\PaymentModal.tsx"
"H:\","AIAssistantModal.tsx","5,28","25/03/2026 8:42:22","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\ear-gold\productora-ear-app\src\modules\AstraEngine\components\AIAssistantModal.tsx"
"H:\","PaymentModal_f27ddd5f.tsx","5,28","12/03/2026 12:55:14","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\PaymentModal_f27ddd5f.tsx"
"H:\","PaymentModal_9353cfc8.tsx","5,28","12/03/2026 12:55:14","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\PaymentModal_9353cfc8.tsx"
"H:\","EARIntelligenceBadge.tsx","5,27","13/03/2026 0:00:50","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\FULL_ECOSYSTEM_CLONE\productora-ear-app-master\src\components\dashboard\EARIntelligenceBadge.tsx"
"D:\","FilmmakerDirectorTool.tsx","5,27","26/07/2025 1:22:14","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\Proyectos_y_Código\FilmmakerDirectorTool.tsx"
"D:\","FilmmakerDirectorTool.tsx","5,27","26/07/2025 1:22:14","D:\BACKUPS\EAR os posible recuperacion\EAR_OS_MASTER_2026 - copia\Proyectos_y_Código\FilmmakerDirectorTool.tsx"
"H:\","EARIntelligenceBadge.tsx","5,27","13/03/2026 0:00:50","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\src\components\dashboard\EARIntelligenceBadge.tsx"
"H:\","EARIntelligenceBadge.tsx","5,27","13/03/2026 0:00:50","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\FULL_ECOSYSTEM_CLONE\productora-ear-app-master\backups\BACKUP_EAR_MASTER_V2_AI_TWIN_20260215_1215\src\components\dashboard\EARIntelligenceBadge.tsx"
"H:\","EARIntelligenceBadge.tsx","5,27","13/03/2026 0:00:50","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\01_SAAS_RAG_ENGINE\core\src\components\dashboard\EARIntelligenceBadge.tsx"
"H:\","SupportModal_5d15de82.tsx","5,26","05/02/2026 17:29:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\SupportModal_5d15de82.tsx"
"H:\","SupportModal_5d15de82.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\SupportModal_5d15de82.tsx"
"H:\","SupportModal_13e7d6ac.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\SupportModal_13e7d6ac.tsx"
"H:\","SupportModal_43f1532e.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\SupportModal_43f1532e.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUPS\productora-ear-app_vSClass_20260227_103447\src_backup_seo_deploy\components\layout\SupportModal.tsx"
"H:\","SupportModal_771e51c2.tsx","5,26","05/02/2026 17:29:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\SupportModal_771e51c2.tsx"
"H:\","SupportModal_771e51c2.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\SupportModal_771e51c2.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\00_PRODUCTORA_EAR\00_HISTORICO_EAR\99_BOVEDA_HISTORICA\DOCUMENTOS_LEGACY_(OS_AZUL_INBOX)\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\EAR_OS_MASTER_2026 - copia\_BACKUPS\20260215_productora_ear_app\src\components\layout\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUP_EAR_MASTER_V2_AI_TWIN_20260215_1215\src_backup_seo_deploy\components\layout\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\EAR_OS_MASTER_2026 - copia\productora-ear-app\src_backup_seo_deploy\components\layout\SupportModal.tsx"
"H:\","SupportModal_43f1532e.tsx","5,26","05/02/2026 17:29:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\SupportModal_43f1532e.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUPS\productora-ear-app_vSClass_20260227_103447\backups\BACKUP_EAR_MASTER_V2_AI_TWIN_20260215_1215\src_backup_seo_deploy\components\layout\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\00_PRODUCTORA_EAR\00_HISTORICO_EAR\EAR_OS_MASTER_BACKUP\00_BODEGA_PROCESADOS\99_OTROS_SIN_CLASIFICAR\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\EAR_BACKUPS\BACKUP_2026_02_16_POST_MARKETPLACE_V2\src_backup_seo_deploy\components\layout\SupportModal.tsx"
"H:\","SupportModal_5d15de82.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\SupportModal_5d15de82.tsx"
"H:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\SAAS_FINAL_STAGING\src\components\layout\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUPS\productora-ear-app_vSClass_20260227_100720\backups\BACKUP_EAR_MASTER_V2_AI_TWIN_20260215_1215\src_backup_seo_deploy\components\layout\SupportModal.tsx"
"H:\","SupportModal_771e51c2.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\SupportModal_771e51c2.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUPS_HISTORY\SNAPSHOT_20260222_0859\src_backup_seo_deploy\components\layout\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUPS\productora-ear-app_vSClass_20260227_103447\backups\BACKUP_EAR_MASTER_V2_AI_TWIN_20260215_1215\src\components\layout\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\productora-ear-2026-02-05-18-17\src\components\layout\SupportModal.tsx"
"H:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\SupportModal.tsx"
"H:\","SupportModal_13e7d6ac.tsx","5,26","05/02/2026 17:29:22","H:\00 EAR_OS_LEGACY_STAGING\EAR_OS_GOLD\CORE\public\data\SupportModal_13e7d6ac.tsx"
"H:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\productora-ear---ecosistema v4\VAMPIRE_INBOX\EAR_OS_RECONSTRUCCION_FINAL\public\data\SupportModal.tsx"
"D:\","SupportModal.tsx","5,26","05/02/2026 17:29:22","D:\BACKUPS\EAR os posible recuperacion\Carpeta desconocida\BACKUPS\20260208_Sincro_Identidad_Roles\src\components\layout\SupportModal.tsx"
"H:\","SupportModal_13e7d6ac.tsx","5,26","05/02/2026 17:29:22","H:\00_PRODUCTORA_EAR\BODEGA_CUARENTENA\EAR_OS_RECONSTRUCCION_FINAL\public\data\SupportModal_13e7d6ac.tsx"
